VMName,SourceHost,TargetHost,StoragePath,CPUCount,MemoryMB,Generation,DelayedStartSec,NIC1_SourcePortGroup,NIC1_VLAN,NIC1_TargetSwitch,NIC1_TargetVMNetwork,NIC2_SourcePortGroup,NIC2_VLAN,NIC2_TargetSwitch,NIC2_TargetVMNetwork,NIC3_SourcePortGroup,NIC3_VLAN,NIC3_TargetSwitch,NIC3_TargetVMNetwork,NIC4_SourcePortGroup,NIC4_VLAN,NIC4_TargetSwitch,NIC4_TargetVMNetwork
edcwwsod011v,medlvmhp141.gwnsm.guidewell.net,medwhypp003.gwnsm.guidewell.net,C:\ClusterStorage\Volume5,6,16384,2,120,VLAN_2071_Production,2071,Production Switch,172.18.71.x Network,VLAN_2746_NSM,2746,NSM Switch,172.25.122.x Network,,,,,,,,
